Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29.201727,Yes,Travel_Rarely,993.662636,Sales,15.275917,2.641657,Medical,1,830.104732,1.828157,Male,78.211159,3,2.912754,'Sales Executive',3,Married,9831.79896,23200.484286,3,Y,No,11.344923,3,2.755611,80,0,10.404152,0.956381,3,1.015904,0,1.62115,0.944043
33.038948,Yes,Travel_Rarely,539.998412,Sales,17.520506,3,Medical,1,954.493788,1.572814,Male,61.480762,2.820963,3,'Sales Executive',1.006064,Married,10109.78806,22853.773802,8.852257,Y,No,16.843263,3,1.719931,80,0,12.996244,2.07936,3,9.98624,6.221004,5.99174,0
30.514968,Yes,Travel_Rarely,1287.395995,'Research & Development',23.419296,2.88904,'Technical Degree',1,800.519406,2,Female,43.334563,2.62089,3,'Sales Executive',1,Single,9078.395152,11608.947948,4.490297,Y,Yes,13.860905,3,2.921038,80,1.020094,10.694887,2,2.048144,8.698776,2.822208,0.530284,3.638616
34.641669,Yes,Travel_Rarely,1112.898966,'Research & Development',18.701913,3,'Technical Degree',1,711.078309,2.055982,Female,55.55255,3,3,'Sales Executive',1,Single,9684.358498,11502.964388,4.690113,Y,Yes,15.056799,3.149257,2.047571,80,0.97044,9.522872,2,3,6.526926,3.913037,0.435231,5.880679
22.356476,Yes,Travel_Rarely,953.16134,'Research & Development',3.369796,1.32439,'Life Sciences',1,562.882975,2.929315,Male,97.575217,2.962312,1,'Laboratory Technician',2.424158,Single,4006.814573,9258.3967,5,Y,Yes,15.260082,3,3,80,0.353682,5.442304,4.4198,3,2,2,0.472319,2
22,Yes,Travel_Rarely,1203.790823,'Research & Development',3.501414,1,'Life Sciences',1,745.264392,2.067196,Male,57.803117,2.810644,1.906264,'Laboratory Technician',3,Single,4079.832051,9532.612672,3.404371,Y,Yes,17.491582,3,1.844704,80,0.772677,4,3,3.805751,2.564621,2,0.362993,2
31.710612,Yes,Travel_Rarely,682.688969,'Research & Development',15.22473,3.062014,Medical,1,463.112395,2.99379,Female,58,3,1,'Laboratory Technician',3.595956,Divorced,2643.495014,22282.632542,2.534618,Y,Yes,12.854068,3,2.151908,80,1,8,2,1.153934,5.441212,6.173177,0.921155,2.397431
21.421046,Yes,Travel_Rarely,911.989927,Sales,10.758327,3.088046,'Life Sciences',1,668.749968,2.708693,Female,51.399612,3.511537,1,'Sales Representative',1.681338,Single,2396.017913,8239.260572,1,Y,Yes,14.270369,3,3.02692,80,0,11.355225,1.062578,3,4.805846,0.986043,0.308321,5.650985
23.178379,Yes,Travel_Rarely,1163.497232,Sales,4.990355,3,'Life Sciences',1,627.531433,3.779052,Female,68.96337,3,1,'Sales Representative',2,Single,1933.072786,8297.463217,1,Y,Yes,12.890581,3,3.605822,80,0,2.456735,2.56881,3.457842,2.220344,0.798015,0.773109,1.630018
35.828708,Yes,Travel_Rarely,514.780456,'Human Resources',7.027152,3.323888,'Life Sciences',1,300.792147,3,Female,65.250022,1.247826,1,'Human Resources',2.855257,Divorced,2082.076379,23586.028575,3.49695,Y,Yes,20.495712,3.966205,3.027048,80,0,1.581065,3,1.395608,2.021207,1.212086,0,1.943216
31.212834,Yes,Travel_Rarely,602.909809,'Human Resources',16.545896,3.703832,'Life Sciences',1,434.30951,3,Female,64.371306,1.923673,1,'Human Resources',2.041869,Divorced,2189.410036,23238.519497,3.019573,Y,Yes,20.102207,3.286857,3.56573,80,0,2.625111,3,1.480829,1.95761,1.002142,0,0.831036
26.845701,Yes,Travel_Rarely,927.403317,Sales,7.81079,2.759632,'Life Sciences',1,697.412471,1.96637,Female,63.453605,3.692968,2,'Sales Executive',3,Married,4675.977775,24672.519984,8.798326,Y,No,12.060479,3,2.540394,80,0,5.002442,2.56976,3,3.837144,2,1.764891,1.830189
34.574867,Yes,Travel_Rarely,749.480949,Sales,17.352058,4,'Life Sciences',1,716.636833,4,Female,65.104006,3.498632,2,'Sales Executive',3,Married,4647.210074,23903.755217,5.844027,Y,No,12.591122,3,3.146222,80,0.863848,5.027329,0.527385,2.61444,4,2,1.924587,2
24.902219,Yes,Travel_Rarely,1291.319321,'Research & Development',8.412647,3.453752,'Life Sciences',1,442.020465,1,Male,50.911561,3,1,'Laboratory Technician',2.412782,Married,2508.509604,14171.56619,1.983392,Y,Yes,15.155142,3,4,80,1,5.893858,3.996495,3,3.125325,2.652389,0.957741,2
25.822539,Yes,Travel_Rarely,1384.939471,'Research & Development',10.81016,3.487657,'Life Sciences',1,407.464469,1,Male,54.384008,3,1,'Laboratory Technician',2.222039,Married,2659.501736,14176.754918,1.484749,Y,Yes,15.355226,3,4,80,1,5.097204,3.613108,3,5.346494,2.320059,0.657756,2
26.663668,Yes,Travel_Rarely,372.886049,'Research & Development',8.351602,3.723939,'Life Sciences',1,834.456989,1.913002,Male,62.461318,2.460278,1,'Research Scientist',1,Married,2040.208569,15232.564465,3.428108,Y,Yes,14.770136,3,2.065793,80,1,2.977092,2,3.143027,1.01039,0.874976,0.676467,0.909936
31,Yes,Travel_Rarely,1090.372933,'Research & Development',22.534397,2.526147,Medical,1,522.945504,2.954757,Male,62.807917,2.154485,1.498729,'Laboratory Technician',1.718423,Single,4127.029126,11613.875656,1.26632,Y,No,15.846435,3,2.186312,80,0,6.127585,2,1.198691,3.207575,2.435033,1,3.370107
31,Yes,Travel_Rarely,928.026651,'Research & Development',25.456618,3.944054,Medical,1,503.992659,2.708758,Male,55.158749,2.084632,1.806912,'Laboratory Technician',1.561087,Single,4017.205403,11561.198417,1.836801,Y,No,14.888945,3,2.994735,80,0,6.352377,2,1.128098,3.858513,2.577808,1,3.115429
27.024114,Yes,Travel_Rarely,899.939148,Sales,4.076826,1,'Technical Degree',1,591.46201,2.584418,Male,84.256369,3,1,'Sales Representative',1,Divorced,3032.176796,16678.739491,0.577421,Y,No,11,3,2.330123,80,0.175387,6.00608,2.633819,3,4,2.973515,0.96318,2.635958
27.568039,Yes,Travel_Rarely,730.094471,Sales,4.198896,1,'Technical Degree',1,160.961772,2.033817,Male,83.002509,3,1,'Sales Representative',1,Divorced,2966.447009,16638.662779,1.482841,Y,No,11,3,2.107596,80,0.738118,6.300366,2.755198,3,4,2.359009,0.588584,2.19891
43.725016,Yes,Travel_Rarely,538.220555,'Research & Development',13.867038,3.759868,'Life Sciences',1,646.927589,1,Female,78.232475,1.651941,1.170936,'Sales Executive',3.504248,Married,3848.717094,6046.438317,3.100778,Y,No,13.820608,3,2.105386,80,2.241486,5.302232,3.860563,3,3.538322,2.786986,0.12453,0.380997
41.544103,Yes,Travel_Rarely,326.370579,'Research & Development',13.41923,4,'Life Sciences',1,1343.743711,3.602569,Female,72.894984,3,2,'Sales Executive',1,Married,4274.875149,5441.423123,1.238391,Y,No,14.82221,3,2.428813,80,0.330155,8.848323,4,1.904326,3.129242,1.899089,0,0.605995
19.917432,Yes,Travel_Rarely,582.235015,Sales,10.027295,1,Marketing,1,395.594626,4,Male,38.941627,3,1,'Sales Representative',3,Single,1442.740729,26915.700056,1,Y,Yes,12.021405,3,4,80,0,0.989366,4.762874,2.348771,0.759602,0,0.025294,0.425889
33.427002,Yes,Travel_Rarely,1085.989465,'Research & Development',6.501525,3.822623,'Life Sciences',1,990.670145,1,Male,62.267149,3,1,'Research Scientist',1.119,Single,2897.943754,3161.967687,1,Y,Yes,12.382612,3,3.092794,80,0,7.906189,0.833558,3,8.649305,5.023253,2.822455,6.408005
45.091751,Yes,Travel_Rarely,910.579381,'Research & Development',3,2.217678,'Life Sciences',1,63.946551,1,Male,80.379281,2.022715,1,'Research Scientist',2.935552,Single,2904.80557,3779.986815,1,Y,Yes,13.001849,3,1.226898,80,0,9.22711,2.960309,3,9.940839,6.202503,5.606075,5.671668
30.142569,Yes,Travel_Rarely,1301.00223,Sales,6.475358,3.443252,'Life Sciences',1,688.988089,1.955165,Female,61.349951,3.881403,2,'Sales Executive',3,Married,4643.447577,24652.446757,8.058394,Y,Yes,12.488443,3,3.510931,80,0,5.311977,2.275506,3,2.568271,2,1.282266,1.487366
35.344689,Yes,Travel_Frequently,489.571485,Sales,8.024742,1.232853,'Life Sciences',1,736.68834,2.566731,Female,70.360743,3,2.515859,'Sales Executive',3.174464,Single,7531.862723,23153.807899,1.404877,Y,Yes,12.580971,3,1,80,0.725304,16.60296,3.100794,3,5.896995,4.584337,4.445708,6.915474
28.632935,Yes,Travel_Rarely,545.776424,'Research & Development',1.928236,2.66028,'Life Sciences',1,635.943655,2.075696,Female,56.236264,1.55529,1,'Research Scientist',3.458979,Single,2241.519783,3790.677396,8.132106,Y,Yes,13.897987,3.514395,3.109401,80,0,8.799376,4,3,5.979248,4.954395,1.089183,6.098013
42.473665,Yes,Travel_Frequently,929.464719,'Research & Development',21.38906,3,'Life Sciences',1,417.640103,3.031779,Male,45.294963,3.75871,1,'Research Scientist',3,Divorced,2963.590699,20304.25978,4.500335,Y,Yes,16.268222,3.611488,4,80,0.431391,18.48223,1.620098,1.822696,1.467459,0.99364,0.539835,0.514993
41.334723,Yes,Travel_Frequently,927.658265,'Research & Development',9.718655,2.127348,'Life Sciences',1,852.873565,2.554038,Male,77.364758,2.201464,1,'Research Scientist',1.091592,Divorced,2372.296899,20305.593416,6,Y,Yes,15.202104,3,1.690498,80,0.164889,5.545259,2,2.450432,1.54157,1.84266,1.434469,1.687718
29.100933,Yes,Travel_Rarely,494.652927,'Research & Development',2.47674,4,Other,1,627.505252,2.7692,Male,64.20669,2.769025,1,'Laboratory Technician',3.991946,Single,2416.119343,5035.027044,1,Y,Yes,11.679728,3,3.749042,80,0,9.02626,2.119995,2,9.7631,7.81549,6.884354,7.181392
37.441893,Yes,Travel_Rarely,807.478723,'Research & Development',4.901338,3.886339,Other,1,798.860025,4,Male,67.851194,3,1,'Laboratory Technician',2.144234,Single,2404.509385,4755.754618,4.753383,Y,Yes,15.970244,3.246386,3.755965,80,0,9.866591,2,1.946062,5.51013,5.432215,3.984223,7.553014
35.184237,Yes,Travel_Rarely,418.500498,Sales,24.821329,1.923127,'Life Sciences',1,1123.087434,2.248396,Female,57.786956,2.66131,2.037337,'Sales Executive',1.650997,Single,7329.703188,10342.532584,3.345347,Y,Yes,12.354605,3,2.9047,80,0.123848,8.380435,2.337557,2.843736,8.675493,7.779946,2.186163,9.704011
45.862526,Yes,Travel_Rarely,730.841964,Sales,9.445072,2.959139,'Life Sciences',1,877.018898,1.024483,Female,77.57409,2.178688,2,'Sales Executive',3,Single,5550.858649,9889.455143,5.420819,Y,Yes,12.874531,3,3.061283,80,0,7.708672,2,2.914676,4.158668,3.155578,1,3
55.784184,Yes,Travel_Rarely,432.357589,'Research & Development',2,3.41906,'Life Sciences',1,823.659497,4,Female,51.303882,3,5,Manager,1.303181,Married,19826.634731,22538.193385,5.538631,Y,Yes,12.321688,3,4,80,0.144535,38.954388,2,3,11.972557,10.110356,11.337401,6.171042
29.89682,Yes,Travel_Rarely,1339.369369,Sales,15.770418,3,'Life Sciences',1,569.250144,1.605951,Female,44.500167,2.965319,2,'Sales Executive',2.212133,Single,5313.606531,3589.144106,7.95583,Y,Yes,14.89492,3,2.447468,80,0,7.701223,2.915646,2,4.305409,2.90865,0.05215,2.987432
29.995641,Yes,Travel_Rarely,910.035628,Sales,10.061788,3.638435,'Life Sciences',1,920.462768,3.248225,Female,46.07883,2,2,'Sales Executive',1.078868,Single,4905.217053,3110.881844,2.344258,Y,Yes,17.160291,3.165349,2.91866,80,0,6.661082,3.073346,2.081756,9.234405,6.392549,2.004105,7.013526
24.368744,Yes,Travel_Rarely,1159.034234,'Research & Development',4.077869,2.075913,'Life Sciences',1,793.471671,1.255259,Female,66.455206,1.096013,1,'Research Scientist',1.629769,Single,2113.188367,3809.96276,3.124875,Y,Yes,16.277004,3.680872,3.358526,80,0.015893,5.491287,3.195643,3,5.031057,6.450612,1.52474,2.772629
27.854316,Yes,Travel_Rarely,1168.629483,'Research & Development',4.146426,2.643525,'Life Sciences',1,810.100626,2.089627,Female,65.141784,2.576902,1,'Research Scientist',1.30641,Single,1616.378494,3660.903023,3.361453,Y,Yes,14.018159,3.649489,3.770992,80,0.480808,6.177582,2.434432,3,2.056805,1.754568,0.575682,3.421203
26.538912,Yes,Travel_Frequently,589.620475,'Research & Development',1.05802,1.990487,Medical,1,743.458726,2.941417,Male,36.991665,2.252345,1,'Laboratory Technician',1,Married,2892.573638,6644.074201,0.752365,Y,No,11.926529,3.358173,3.1716,80,0.044585,2.770854,1.619751,3,5.759671,2.569165,0,2.000342
28.203901,Yes,Travel_Frequently,991.439287,'Research & Development',1,2.918443,Medical,1,1089.232886,1.101921,Male,37.375146,2,1,'Laboratory Technician',1.662601,Married,2487.042009,7107.054414,1,Y,No,14.42495,3,3.674417,80,1.421113,1,1.821556,3,1,0,0,0
31.190372,Yes,Travel_Rarely,480.04992,Sales,2.916564,3.657584,Marketing,1,1616.009029,1,Female,64.963507,3,1.311331,'Sales Executive',2.821945,Single,4862.541699,26167.162285,8.358817,Y,Yes,14.019519,3,2.386592,80,0.740078,4.063849,3,3.523257,2.372274,2,1.041901,2
30.758213,Yes,Travel_Rarely,177.741277,Sales,9.182185,3,Marketing,1,399.926643,1.250575,Female,60.91438,2.45353,2,'Sales Executive',1.014351,Single,5389.998387,26914.842078,3.555033,Y,Yes,12.974628,3,3.923614,80,0,6,1.82175,3,4.578847,2.089182,0,2.768831
52.597454,Yes,Travel_Rarely,277.230848,'Research & Development',2,2.328033,Medical,1,837.458341,1.251746,Male,42.16327,1.813369,5,Manager,2.457974,Married,19658.934566,25844.205552,6.814352,Y,Yes,14.173958,3,4,80,0.521488,37.712993,2.521214,3,31.653527,14.795904,7.125389,8.527546
50.769262,Yes,Travel_Rarely,516.428903,'Research & Development',4.343059,3.046331,Medical,1,707.653506,3.776065,Male,41.842826,3,3.328368,Manager,2.377458,Married,15111.159616,24654.049907,7,Y,Yes,12,3,4,80,0,18.248156,2,3.11318,30.419501,6.689583,10.798,7.722115
32.838209,Yes,Travel_Rarely,899.93131,Sales,1.811306,4,'Life Sciences',1,831.68273,3.268351,Male,53.001675,3,1.846697,'Sales Executive',3,Single,4387.098441,16925.686622,3.723004,Y,Yes,16.838138,3,4,80,0,5,3.259169,2.107612,1.865929,1.042494,1.312744,0.812145
29.414942,Yes,Travel_Rarely,946.314564,Sales,1.390039,4,'Life Sciences',1,958.888741,3.460604,Male,76.522153,3,1.029031,'Sales Executive',3,Single,4415.199289,17173.193213,4.540546,Y,Yes,15.755963,3,4,80,0,5,3.385353,2.008688,0.765619,1.19525,0.846161,0.205632
44.227029,Yes,Travel_Rarely,1253.151744,Sales,15.601512,3,Marketing,1,708.941707,2.634955,Male,53.325386,3.212098,2.337707,'Sales Executive',4,Married,6003.520568,5587.558781,7.596128,Y,Yes,17.255757,3,1.479134,80,1.113793,9,3,3.652094,6.812143,7.978794,0.128321,5.199587
48.520771,Yes,Travel_Rarely,1138.669349,Sales,12.055543,2.448152,Marketing,1,664.333316,3,Male,67.861598,2.006602,2.909551,'Sales Executive',3.297243,Married,7476.445175,5922.277077,1.960227,Y,Yes,15.317863,3,1,80,2,8.830613,4.22562,3.752436,7.561717,4.64123,1.369078,0.137089
39.356931,Yes,Travel_Rarely,663.675944,Sales,12.656924,1.36424,Medical,1,1552.636227,2.428102,Male,46.422396,2.142702,2,'Sales Executive',4,Single,5294.979689,21832.715004,4.827046,Y,Yes,14.295085,3,3.127316,80,1.835346,10.336768,2.994536,2,3.071033,6.485633,5.061401,2.871802
25.94674,Yes,Travel_Frequently,778.656536,'Research & Development',1.74703,1.015704,Medical,1,604.839183,3,Female,88.605451,1.40302,1,'Research Scientist',1.615232,Divorced,2362.357534,20949.209818,0.574506,Y,Yes,18.688344,3.244896,1,80,0.456939,3.378495,2.474193,3.0176,6.815737,3.043115,0.550313,4.421561
34.249818,Yes,Travel_Frequently,902.31644,'Research & Development',5,2,Medical,1,994.756964,1.288034,Female,94.815369,2,1,'Research Scientist',2.645237,Divorced,2152.372763,20481.704861,2.120736,Y,Yes,15.257535,3,1,80,1,7.114323,2,2.467745,4.217818,5.105799,0.864977,6.501437
21.046459,Yes,Travel_Frequently,186.840278,Sales,14.783596,3.22978,'Life Sciences',1,988.065842,4,Female,60.403813,3,1,'Research Scientist',2.857185,Single,2111.154497,17193.401493,1,Y,Yes,14.053221,3,1.072699,80,0.50639,9.473802,3,2.826329,4.105517,2,6.163153,6.808653
28.559658,Yes,Travel_Frequently,201.046602,Sales,9.833769,3.656769,'Life Sciences',1,893.415724,3.281792,Female,62.480793,3,1,'Research Scientist',1.274971,Single,2025.31024,16122.828319,4.768142,Y,Yes,15.702917,3,1.377336,80,1,9.056796,2.196064,2.681185,4.745911,2,4.035144,2.421174
35.696322,Yes,Travel_Rarely,384.959255,'Human Resources',4.065166,3.332251,'Life Sciences',1,494.375339,2.084735,Female,53.655079,2.704406,1,'Human Resources',1.16922,Divorced,2094.972507,23589.905628,5.141163,Y,Yes,20.262931,3.381173,3.570575,80,0.744638,6.091694,3,3,3,2,0,2
31.34916,Yes,Travel_Rarely,390.365023,'Research & Development',25,4.94124,'Life Sciences',1,747.777252,1.694368,Female,78.747243,2.126323,1,'Laboratory Technician',3.717022,Single,2575.900717,18280.51596,4.538176,Y,Yes,18.993689,3.741613,2.823623,80,0,4.830301,2,3.891158,1.073867,1.929419,0.720238,1
22.341532,Yes,Travel_Rarely,468.902292,'Research & Development',8.833953,2.167692,'Life Sciences',1,825.675481,1,Female,74.029373,2.437714,1,'Laboratory Technician',4,Single,2707.697729,18373.141926,1,Y,Yes,23.195355,3.693409,3,80,0,1,2.46605,1.744417,1,0,0,0.500299
41.979795,Yes,Travel_Frequently,554.119447,'Research & Development',6.164666,1,'Life Sciences',1,1077.75181,3.853036,Male,59.94939,2.809745,1,'Laboratory Technician',3.512076,Single,2272.912407,13407.334318,8.937405,Y,Yes,13.068133,3,4,80,0.059972,2.844562,1.219561,2.865855,0.649047,0,0,0
34.253547,Yes,Travel_Frequently,411.826732,'Research & Development',7.253236,1,'Life Sciences',1,1040.192166,3.685555,Male,76.648689,2.818127,1,'Laboratory Technician',3.132543,Single,1909.332705,13540.937906,5.063994,Y,Yes,13.574072,3,4,80,0.497946,1.4939,2.160317,2.481442,0.896481,0,0,0
21.561722,Yes,Travel_Rarely,704.087681,'Research & Development',11.30762,3,'Life Sciences',1,873.263567,3,Female,49.080389,2.957624,1,'Laboratory Technician',3.374842,Single,2353.874692,22131.155589,4.625852,Y,No,13,3,3.077133,80,0.29545,4.959494,2.421837,1.358609,2.423058,3.324115,0,3.514835
32.34087,Yes,Travel_Rarely,511.001311,'Research & Development',8.481665,3,'Life Sciences',1,638.949658,3,Female,56.765581,2.277335,1,'Laboratory Technician',3.282097,Single,2224.071742,22056.597368,2.875186,Y,No,13,3,3.874257,80,0.345085,3.094917,2.359002,1.47804,3.633288,2.184646,0,2.010346
33.751797,Yes,Travel_Rarely,1179.044739,'Research & Development',16.567761,1.122103,'Life Sciences',1,1031.124733,3.704941,Female,53.108157,3.110854,1,'Research Scientist',1.47407,Single,2741.572606,8666.894005,1,Y,Yes,16.738624,3,1.354755,80,0,5.325195,2.793613,2.420626,11.224921,4.228007,9.620232,7.247739
26.537654,Yes,Travel_Rarely,1198.096016,'Research & Development',2.775032,2.842216,'Life Sciences',1,1148.230358,4,Female,58.296378,3,1,'Research Scientist',2.35529,Single,2515.709427,8446.622756,1,Y,Yes,11.511113,3,1,80,0,2.204855,2.980905,2.17122,1.133995,0.085735,1.310835,0.419461
24.678123,Yes,Travel_Rarely,676.98983,'Research & Development',3,2.436497,Medical,1,909.000826,1.755614,Female,89.081991,3,1.275741,'Laboratory Technician',2.897526,Married,4136.868874,9408.146563,0.590826,Y,Yes,13.243826,3,1.399937,80,1,5.936071,3.239761,3.889673,2.850388,2,0,2
30.204335,Yes,Travel_Rarely,792.648986,'Research & Development',8.238373,3.227583,'Life Sciences',1,988.770452,2.247688,Female,56.929087,1.450373,1,'Laboratory Technician',4,Single,2758.910966,17551.965213,2.336721,Y,Yes,13.240313,3,2.240704,80,0.788122,4.127469,1.913494,2.753031,5.23682,6.749512,0.883146,1.258645
34.773132,Yes,Travel_Rarely,753.131549,'Research & Development',4.18301,2.944124,'Life Sciences',1,824.073279,2.012144,Female,68.573748,2.517284,1,'Research Scientist',1.479813,Married,2239.870633,3940.730403,7,Y,Yes,15.990134,3.589526,4,80,0,9.517198,3.16311,1.80855,6.875529,6.006272,2.851378,6.616413
38.703821,Yes,Travel_Rarely,1248.332188,'Research & Development',5.370972,3.711841,'Life Sciences',1,986.040317,3.140654,Female,56.924294,2.718156,1,'Research Scientist',3.124083,Married,2644.964416,4278.884058,2.624402,Y,Yes,15.121804,3.122678,2.493578,80,0.134093,5.821342,4.777115,1.84888,0.500701,1.894333,0.044734,0.708175
23.945038,Yes,Travel_Rarely,752.250228,'Research & Development',4.916522,2,Medical,1,947.495834,1.379493,Male,42.200444,2,1,'Research Scientist',3.851013,Single,2422.651675,18775.925416,1,Y,Yes,12.875295,3,3,80,2.226591,1,2.194691,3.37853,1,0,0,0
29.173338,Yes,Travel_Frequently,359.044947,Sales,9.21518,2.903111,Other,1,985.192784,3.010955,Female,44.830434,2,1,'Sales Representative',1.603573,Single,2265.754967,10280.663538,0.252476,Y,Yes,19.148951,3.009416,1.437172,80,0,2.005275,1.300439,3.884893,1.692194,1.649824,0.863083,0.572038
20.558785,Yes,Travel_Frequently,478.517326,Sales,17.18135,3,Other,1,1626.241824,3.302899,Female,44.044519,2,1,'Sales Representative',3.281482,Single,2159.492017,9857.503231,1.242291,Y,Yes,12.834103,3,2.509297,80,0.16324,5.232276,1.638012,2.354363,3.173864,1.295568,0.143187,0.373572
42.927799,Yes,Travel_Frequently,420.380034,'Research & Development',3.523664,2.729644,'Life Sciences',1,945.579501,2.929694,Male,80.897913,2.974798,1,'Laboratory Technician',2.23483,Single,2822.981621,13295.268564,3.673421,Y,No,17.266951,3,3.328775,80,0.246424,1.879139,2.341848,2.108238,1,0,0,0
18.428222,Yes,Travel_Frequently,233.091321,'Research & Development',5.186049,1.864729,'Life Sciences',1,1036.714856,2.060444,Male,83.763448,3,1,'Laboratory Technician',1.353238,Single,2218.719058,13421.585833,1,Y,No,18.699679,3,3.544739,80,0,0.318949,1.620782,3,0.091049,0,0,0
44.593008,Yes,Travel_Rarely,1079.390928,Sales,17.530259,2.298225,'Life Sciences',1,1167.386049,2.16531,Male,59.709796,2.520094,3,'Sales Executive',1.635016,Married,10419.772133,5597.574088,5.465738,Y,Yes,11.891637,3,1.878672,80,0.310182,15.922051,2.025471,2.805864,13.357843,2.720952,2.72057,4.183686
34.128934,Yes,Travel_Rarely,602.713988,Sales,1.089504,2.9022,'Life Sciences',1,1065.08023,2.382883,Male,52.020997,2,2.866752,'Sales Executive',3.260791,Married,10040.718585,5468.824447,1,Y,Yes,11,3,3.469343,80,1,12.733189,5.73491,3,13.155764,7.364294,5.067507,7
43.988573,Yes,Travel_Rarely,632.249261,Sales,4.493803,2.211187,'Life Sciences',1,160.770043,1.103327,Male,63.461328,2,3,'Sales Executive',3.198815,Married,10504.187443,13909.003042,3.144274,Y,No,15.614304,3,3.130545,80,0,15.774649,2.554635,2.238629,11.684819,5.120206,9.269786,7
44.564751,Yes,Travel_Rarely,666.299195,Sales,6.044959,3.32459,'Life Sciences',1,245.78559,2.77996,Male,58.026687,2,3,'Sales Executive',3.3746,Married,10416.788811,14452.147764,4.315659,Y,No,13.491969,3,3.397868,80,0,9.427495,2.543747,1.736392,12.407286,3.653133,8.338009,7
42.453721,Yes,Travel_Rarely,211.934456,'Research & Development',4.919919,3,'Life Sciences',1,977.334891,3.111925,Female,58.780292,3,1,'Research Scientist',2.298855,Single,2458.747167,26118.688293,0.655569,Y,Yes,20.081982,3.830975,1,80,0,4.363971,3.422707,3,1.365477,1.818582,0.407949,0.441906
53.121905,Yes,Travel_Rarely,276.94837,'Research & Development',3.95375,3,'Life Sciences',1,995.192788,2.242943,Female,51.058724,3,1,'Research Scientist',2.33447,Single,2429.013206,25770.307874,1.0843,Y,Yes,21.283295,3.501621,1,80,0,4.732272,3.54763,3,2.315603,1.519304,0.837018,1.584375
40.862539,Yes,Travel_Rarely,1365.353201,Sales,19.48435,3,'Life Sciences',1,1046.223637,1.385426,Male,67.93874,3.421315,3.317544,'Sales Executive',2.61965,Divorced,11828.267863,16508.987528,4,Y,Yes,13.300713,3,2.902256,80,0.523268,25.617464,1.455476,3.045094,6.354951,3.225718,1.651652,2.495815
40.819329,Yes,Travel_Rarely,851.875794,Sales,25.950279,3,'Life Sciences',1,1801.761661,3.522538,Male,63.99896,3.027012,3.698898,'Sales Executive',1.945398,Divorced,12956.500042,16641.802782,4,Y,Yes,13.964277,3,2.930758,80,0.530511,21.925002,2.189596,2.941715,1.954452,1.222865,0.367512,0
23.635041,Yes,Travel_Rarely,359.646074,'Research & Development',12.109387,2.874985,'Life Sciences',1,983.538063,3.900004,Male,39.421048,2,1,'Research Scientist',1.545777,Single,2145.998038,9975.989349,0.836665,Y,Yes,16.728698,3.408599,1.373643,80,0,3.594972,0.025847,3.602474,2.140643,0.363831,0.608265,1.888928
32.232774,Yes,Travel_Rarely,1061.530051,'Research & Development',5.928202,2.329357,'Life Sciences',1,1080.704271,2.441321,Male,36.430835,2.045289,1,'Research Scientist',1.524069,Single,2340.030312,10329.161892,8.728162,Y,Yes,20.769981,3.031597,2.863565,80,1.061837,5.206797,0.45483,3.924112,8.251943,0.80785,1.909077,6.759269
29.093765,Yes,Travel_Rarely,855.232649,Sales,16.933556,3,'Life Sciences',1,1000.514857,1.552555,Female,59.817758,2.481119,1,'Research Scientist',2.875429,Single,2377.634922,11500.733119,4.690861,Y,Yes,18.111537,3.038609,2.142468,80,0,5.001696,4.706143,3,4.262209,0.103734,0,0.226989
29.152507,Yes,Travel_Rarely,223.090979,Sales,14.726632,3,'Life Sciences',1,997.678164,1.301935,Female,70.362618,2.031122,1,'Research Scientist',2.047839,Single,2196.554743,11517.6312,5.053424,Y,Yes,14.878636,3.315697,2.112011,80,0,5.090059,3.30497,3,2.284358,0.034885,0,0.715062
29.473403,Yes,Travel_Rarely,211.082848,'Research & Development',22,2.586051,'Life Sciences',1,1568.253489,1.32446,Female,57.569844,2.437598,1,'Research Scientist',3,Married,2116.874159,11565.337733,1.148856,Y,Yes,11,3,2.616354,80,0.227211,1.042844,2,3,1.799186,1.6771,0,0.308627
31.884202,Yes,Travel_Rarely,168.630964,'Research & Development',8.921144,2.245874,'Life Sciences',1,700.955865,1.79725,Female,44.284468,2.985716,1,'Research Scientist',3,Married,2142.934364,11773.157302,2.914319,Y,Yes,15.568289,3,2.136723,80,0.259678,6.272916,2.244795,2.550714,3.86416,2,0.509388,0.07552
32.482314,Yes,Travel_Rarely,515.781851,'Research & Development',4.364084,3.420069,'Life Sciences',1,384.65849,3.103132,Male,46.273454,2,1,'Laboratory Technician',2.437722,Married,3734.972208,9615.689106,0.220648,Y,Yes,17.517877,3.012473,4,80,0.069777,4.847523,2,1,3.67547,2,0.315644,2
